ID_Venda,Data_Venda,Cliente,Sexo,Idade,Produto,Categoria,Tamanho,Cor,Quantidade,Preço_Unitário,Forma_Pagamento,Estado,Cidade,Vendedor,Canal_Venda,Desconto (%),Avaliação (1-5)
405,2025-07-26,Mirella Pereira,M,55,Short Jeans,Calça,38,Bege,2,205.66,Pix,RJ,Petrópolis,Lucas Pires,Online,0,4
406,2025-05-15,Laura Peixoto,M,60,Calça Jeans Skinny,Calça,38,Amarelo,2,63.17,Dinheiro,SP,São Paulo,Lucas Pires,Loja Física,15,4
407,2025-11-19,Vitor Gabriel Silva,F,29,Camisa Social,Blusa,M,Vermelho,3,294.05,Cartão Débito,SP,Campinas,Renata Souza,Online,15,5
408,2025-07-25,Dr. Carlos Eduardo Gomes,F,40,Camiseta Básica,Blusa,P,Rosa,3,126.13,Dinheiro,BA,Feira de Santana,Marcos Silva,Online,5,4
409,2025-01-30,Maria Sophia Rodrigues,M,32,Short Jeans,Calça,38,Azul,3,114.32,Cartão Débito,BA,Salvador,Marcos Silva,Online,20,5
410,2025-04-19,Gabriela Barbosa,M,33,Bermuda Cargo,Calça,GG,Vermelho,3,290.05,Pix,RS,Pelotas,Fernanda Lima,Online,5,5
411,2025-12-15,Maria Vitória Caldeira,F,26,Macacão Longo,Macacão,M,Jeans,3,82.84,Dinheiro,RJ,Petrópolis,Renata Souza,Loja Física,20,4
412,2025-07-12,Heitor da Rosa,F,38,Jaqueta Jeans,Casaco,G,Amarelo,1,129.27,Cartão Débito,RS,Pelotas,Lucas Pires,Online,0,5
413,2025-08-16,Vitor Hugo Fernandes,F,26,Camisa Social,Blusa,GG,Verde,2,236.3,Cartão Débito,MG,Belo Horizonte,Lucas Pires,Online,5,5
414,2025-03-02,Sr. Alexandre Sales,M,26,Macacão Longo,Macacão,P,Amarelo,1,107.63,Pix,SP,Campinas,Renata Souza,Online,0,5
415,2025-01-03,Camila Costela,F,44,Saia Plissada,Saia,P,Vermelho,2,168.36,Cartão Crédito,RJ,Rio de Janeiro,Marcos Silva,Online,5,4
416,2025-06-09,Rafaela Dias,M,47,Vestido Floral,Vestido,P,Preto,1,281.68,Cartão Débito,BA,Vitória da Conquista,Juliana Reis,Online,15,5
417,2025-04-06,Natália Moraes,F,51,Macacão Longo,Macacão,G,Vermelho,3,128.12,Cartão Crédito,RS,Pelotas,Juliana Reis,Online,20,5
418,2025-02-01,Sarah Barbosa,F,30,Camiseta Básica,Blusa,M,Bege,3,148.8,Dinheiro,SP,Santos,Juliana Reis,Online,15,5
419,2025-06-25,Lorenzo Cardoso,F,47,Calça Jeans Skinny,Calça,42,Branco,2,123.5,Pix,SP,Santos,Lucas Pires,Loja Física,20,4
420,2025-01-23,Dr. Murilo Nunes,F,47,Macacão Longo,Macacão,G,Bege,1,148.17,Pix,MG,Uberlândia,Fernanda Lima,Online,0,3
421,2025-04-18,Kamilly Gonçalves,M,23,Saia Plissada,Saia,G,Branco,3,233.22,Pix,SP,São Paulo,Juliana Reis,Loja Física,15,4
422,2025-06-16,Alexia Martins,F,21,Camisa Social,Blusa,P,Branco,2,191.27,Pix,RJ,Rio de Janeiro,Marcos Silva,Online,5,5
423,2025-03-30,Laís Moreira,M,18,Blazer Feminino,Casaco,M,Branco,1,274.54,Pix,RJ,Rio de Janeiro,Juliana Reis,Online,20,5
424,2025-01-07,Ana Lívia Farias,M,23,Camiseta Básica,Blusa,GG,Rosa,1,197.12,Pix,BA,Feira de Santana,Renata Souza,Loja Física,15,4
425,2025-05-02,Juliana Souza,F,21,Short Jeans,Calça,38,Amarelo,3,189.29,Dinheiro,RJ,Rio de Janeiro,Lucas Pires,Loja Física,5,5
426,2025-10-16,Gabriela Mendes,F,28,Macacão Longo,Macacão,G,Verde,2,280.0,Dinheiro,SP,São Paulo,Renata Souza,Loja Física,15,5
427,2025-07-10,Sr. Breno Silva,F,45,Macacão Longo,Macacão,M,Azul,1,242.03,Pix,MG,Uberlândia,Lucas Pires,Online,15,4
428,2025-03-28,Luiz Miguel Silva,F,24,Bermuda Cargo,Calça,GG,Verde,2,181.66,Pix,RS,Porto Alegre,Renata Souza,Loja Física,5,4
429,2025-11-27,Dr. Thomas da Conceição,M,26,Macacão Longo,Macacão,G,Verde,2,202.11,Pix,MG,Uberlândia,Renata Souza,Online,20,5
430,2025-09-30,Danilo Fernandes,F,19,Blazer Feminino,Casaco,M,Branco,3,108.08,Pix,MG,Belo Horizonte,Lucas Pires,Loja Física,0,5
431,2025-07-14,Otávio da Costa,M,34,Camisa Social,Blusa,GG,Azul,2,137.31,Cartão Crédito,RJ,Rio de Janeiro,Marcos Silva,Online,5,5
432,2025-02-06,Ana Julia da Luz,F,29,Saia Plissada,Saia,P,Preto,3,133.22,Cartão Débito,BA,Vitória da Conquista,Marcos Silva,Online,20,5
433,2025-12-31,Luna Rezende,M,47,Blazer Feminino,Casaco,M,Azul,3,83.84,Pix,RJ,Petrópolis,Lucas Pires,Online,15,5
434,2025-06-13,Sophie Porto,F,35,Saia Plissada,Saia,G,Bege,1,101.97,Cartão Crédito,MG,Uberlândia,Marcos Silva,Online,0,5
435,2025-02-01,Melissa Martins,F,35,Jaqueta Jeans,Casaco,G,Amarelo,2,96.74,Pix,SP,Campinas,Lucas Pires,Online,10,5
436,2025-12-10,Gabrielly da Costa,F,30,Saia Plissada,Saia,M,Verde,1,181.18,Cartão Crédito,RJ,Rio de Janeiro,Juliana Reis,Loja Física,10,5
437,2025-01-04,Lucas Pires,F,24,Short Jeans,Calça,36,Rosa,2,280.81,Pix,RS,Caxias do Sul,Fernanda Lima,Loja Física,10,5
438,2025-11-08,Guilherme Caldeira,F,39,Blazer Feminino,Casaco,M,Bege,1,50.93,Pix,SP,Santos,Lucas Pires,Loja Física,20,5
439,2025-08-18,Ana Julia Lima,F,36,Calça Jeans Skinny,Calça,36,Amarelo,2,209.61,Dinheiro,RJ,Niterói,Renata Souza,Online,5,5
440,2025-09-02,Alícia Caldeira,F,31,Bermuda Cargo,Calça,G,Branco,1,118.31,Pix,SP,Santos,Marcos Silva,Online,20,4
441,2025-10-21,Breno Carvalho,F,26,Calça Jeans Skinny,Calça,38,Branco,1,127.74,Cartão Crédito,MG,Contagem,Juliana Reis,Loja Física,15,3
442,2025-11-30,Lívia Nogueira,M,37,Camiseta Básica,Blusa,P,Vermelho,2,94.65,Dinheiro,RS,Pelotas,Fernanda Lima,Loja Física,15,5
443,2025-07-02,Maria Clara Barbosa,M,59,Blazer Feminino,Casaco,G,Branco,1,253.11,Pix,BA,Salvador,Juliana Reis,Loja Física,15,5
444,2025-12-30,Milena da Mota,M,19,Jaqueta Jeans,Casaco,G,Verde,2,147.92,Cartão Crédito,MG,Uberlândia,Juliana Reis,Loja Física,15,4
445,2025-06-18,Lorena Santos,M,24,Blazer Feminino,Casaco,P,Verde,2,201.01,Dinheiro,RJ,Petrópolis,Renata Souza,Loja Física,0,5
446,2025-02-09,Levi Cavalcanti,F,48,Short Jeans,Calça,38,Vermelho,3,153.26,Pix,RS,Porto Alegre,Lucas Pires,Online,20,4
447,2025-01-02,Sr. Luiz Fernando da Luz,F,60,Macacão Longo,Macacão,M,Vermelho,3,246.73,Cartão Crédito,RS,Pelotas,Renata Souza,Online,5,3
448,2025-10-22,Thales Pires,M,22,Macacão Longo,Macacão,M,Cinza,3,74.31,Pix,BA,Salvador,Lucas Pires,Online,10,4
449,2025-10-10,Manuela da Cruz,M,52,Camiseta Básica,Blusa,P,Rosa,1,271.72,Dinheiro,SP,São Paulo,Juliana Reis,Online,5,4
450,2025-12-29,Dr. João Pedro Oliveira,F,55,Saia Plissada,Saia,M,Amarelo,3,126.04,Cartão Crédito,BA,Vitória da Conquista,Renata Souza,Online,10,5
451,2025-05-22,Sr. Pedro Lucas Melo,M,25,Calça Jeans Skinny,Calça,36,Cinza,3,291.87,Dinheiro,SP,Santos,Lucas Pires,Loja Física,20,4
452,2025-03-21,Sr. Matheus Nogueira,F,60,Macacão Longo,Macacão,M,Cinza,3,145.6,Cartão Débito,BA,Feira de Santana,Juliana Reis,Loja Física,20,4
453,2025-03-23,Thiago da Costa,F,59,Camisa Social,Blusa,G,Vermelho,1,122.02,Cartão Crédito,RJ,Rio de Janeiro,Fernanda Lima,Online,0,5
454,2025-06-01,Nathan da Conceição,M,57,Jaqueta Jeans,Casaco,P,Branco,3,251.39,Cartão Débito,BA,Vitória da Conquista,Juliana Reis,Online,20,5
455,2025-03-19,Dr. Pietro Novaes,M,33,Blazer Feminino,Casaco,M,Cinza,1,96.35,Pix,RS,Porto Alegre,Marcos Silva,Online,20,5
456,2025-08-02,Rafaela Cardoso,M,23,Macacão Longo,Macacão,M,Azul,1,191.94,Cartão Débito,MG,Belo Horizonte,Renata Souza,Online,20,4
457,2025-11-22,Isis Melo,M,57,Bermuda Cargo,Calça,GG,Amarelo,1,111.21,Cartão Crédito,SP,Santos,Marcos Silva,Loja Física,20,4
458,2025-05-05,Raul Souza,F,20,Short Jeans,Calça,38,Amarelo,3,132.78,Pix,MG,Uberlândia,Marcos Silva,Online,10,3
459,2025-11-07,Natália Pereira,F,36,Blazer Feminino,Casaco,G,Branco,3,62.8,Pix,MG,Contagem,Lucas Pires,Loja Física,20,5
460,2025-01-30,Sr. João Guilherme Lima,F,55,Calça Jeans Skinny,Calça,40,Branco,3,120.14,Cartão Débito,MG,Belo Horizonte,Juliana Reis,Online,0,5
461,2025-05-31,Joaquim Rodrigues,F,56,Calça Jeans Skinny,Calça,38,Jeans,1,249.74,Cartão Débito,SP,Campinas,Juliana Reis,Online,0,5
462,2025-02-23,Daniel da Costa,F,59,Vestido Floral,Vestido,G,Jeans,3,209.29,Dinheiro,RJ,Petrópolis,Lucas Pires,Loja Física,10,4
463,2025-07-14,Yuri Castro,M,48,Camisa Social,Blusa,GG,Verde,2,236.44,Dinheiro,RS,Porto Alegre,Fernanda Lima,Online,15,3
464,2025-05-19,Sarah Souza,M,45,Blazer Feminino,Casaco,M,Cinza,3,220.62,Pix,SP,São Paulo,Marcos Silva,Online,20,4
465,2025-04-20,Heloísa Costela,F,51,Bermuda Cargo,Calça,G,Amarelo,2,165.18,Dinheiro,RJ,Petrópolis,Fernanda Lima,Online,20,5
466,2025-11-16,Brenda da Cruz,M,32,Camiseta Básica,Blusa,P,Azul,2,74.32,Dinheiro,SP,Santos,Marcos Silva,Loja Física,15,3
467,2025-03-20,Dra. Bárbara Pires,F,23,Macacão Longo,Macacão,P,Azul,3,214.05,Pix,RJ,Petrópolis,Fernanda Lima,Online,0,5
468,2025-09-24,Isabelly Duarte,M,35,Macacão Longo,Macacão,P,Preto,3,95.97,Pix,MG,Uberlândia,Marcos Silva,Online,0,3
469,2025-08-02,Esther Porto,F,46,Bermuda Cargo,Calça,G,Azul,2,147.05,Cartão Crédito,SP,Campinas,Juliana Reis,Loja Física,10,5
470,2025-02-13,Eduarda Lima,F,46,Jaqueta Jeans,Casaco,G,Jeans,1,85.87,Dinheiro,BA,Salvador,Lucas Pires,Loja Física,20,3
471,2025-10-05,Caroline Moura,F,60,Macacão Longo,Macacão,G,Verde,2,54.59,Pix,BA,Salvador,Marcos Silva,Loja Física,0,5
472,2025-10-01,Laura Rezende,M,22,Camisa Social,Blusa,P,Bege,3,284.88,Pix,BA,Feira de Santana,Fernanda Lima,Loja Física,15,4
473,2025-09-03,Yago Nascimento,M,21,Blazer Feminino,Casaco,P,Amarelo,3,283.66,Cartão Crédito,MG,Uberlândia,Marcos Silva,Online,10,3
474,2025-11-26,Kamilly da Cruz,M,42,Blazer Feminino,Casaco,M,Rosa,1,188.52,Cartão Crédito,BA,Vitória da Conquista,Marcos Silva,Online,5,3
475,2025-05-16,Otávio Cunha,F,49,Blazer Feminino,Casaco,G,Rosa,1,58.82,Pix,SP,Santos,Lucas Pires,Online,20,4
476,2025-02-14,Benjamin Rocha,F,59,Blazer Feminino,Casaco,P,Azul,2,63.91,Pix,SP,Campinas,Juliana Reis,Loja Física,0,5
477,2025-11-07,Sr. Theo Silveira,F,33,Vestido Floral,Vestido,P,Azul,3,85.3,Cartão Débito,SP,Campinas,Lucas Pires,Loja Física,20,5
478,2025-10-28,Gustavo Henrique Cardoso,F,49,Calça Jeans Skinny,Calça,36,Jeans,3,92.57,Pix,RS,Porto Alegre,Renata Souza,Loja Física,0,3
479,2025-04-21,Gabriel Porto,F,38,Vestido Floral,Vestido,M,Cinza,3,219.5,Cartão Débito,MG,Belo Horizonte,Lucas Pires,Loja Física,20,4
480,2025-06-07,Bianca Pinto,M,33,Bermuda Cargo,Calça,G,Branco,2,91.91,Pix,MG,Contagem,Lucas Pires,Loja Física,5,3
481,2025-06-27,Levi Monteiro,F,23,Macacão Longo,Macacão,M,Branco,1,269.81,Pix,SP,São Paulo,Marcos Silva,Online,0,5
482,2025-11-17,Ana Beatriz Novaes,M,33,Blazer Feminino,Casaco,G,Branco,1,85.67,Cartão Débito,MG,Contagem,Renata Souza,Loja Física,15,5
483,2025-09-19,Sr. João Pedro Cardoso,F,53,Blazer Feminino,Casaco,G,Preto,3,256.52,Cartão Débito,MG,Uberlândia,Fernanda Lima,Loja Física,15,5
484,2025-12-18,Antônio Lopes,M,21,Bermuda Cargo,Calça,GG,Cinza,3,176.79,Cartão Débito,BA,Vitória da Conquista,Lucas Pires,Loja Física,5,5
485,2025-12-29,Dra. Helena da Conceição,M,31,Blazer Feminino,Casaco,M,Branco,1,217.44,Pix,SP,São Paulo,Marcos Silva,Online,10,5
486,2025-02-21,Gustavo Henrique Ribeiro,F,49,Blazer Feminino,Casaco,P,Preto,3,63.01,Pix,RS,Porto Alegre,Lucas Pires,Loja Física,5,5
487,2025-05-14,Vitor Hugo Ribeiro,M,32,Blazer Feminino,Casaco,G,Amarelo,2,154.67,Cartão Crédito,MG,Belo Horizonte,Fernanda Lima,Online,0,5
488,2025-02-06,Agatha Cardoso,F,57,Camisa Social,Blusa,M,Preto,2,196.17,Pix,SP,Campinas,Fernanda Lima,Online,5,4
489,2025-09-04,Enrico da Costa,F,20,Blazer Feminino,Casaco,G,Rosa,3,139.55,Pix,MG,Belo Horizonte,Lucas Pires,Online,10,3
490,2025-07-25,Dra. Marcela Pereira,F,58,Blazer Feminino,Casaco,M,Vermelho,1,239.98,Pix,RJ,Niterói,Fernanda Lima,Loja Física,20,3
491,2025-04-04,Erick Jesus,M,33,Short Jeans,Calça,38,Rosa,3,168.27,Cartão Débito,BA,Feira de Santana,Marcos Silva,Online,0,5
492,2025-11-10,Erick Peixoto,F,45,Macacão Longo,Macacão,P,Amarelo,1,154.34,Pix,SP,São Paulo,Juliana Reis,Online,15,5
493,2025-06-09,Laís Campos,F,26,Bermuda Cargo,Calça,G,Jeans,1,70.67,Dinheiro,SP,Santos,Marcos Silva,Loja Física,15,5
494,2025-03-02,Maria Vitória Teixeira,F,47,Bermuda Cargo,Calça,M,Jeans,3,126.11,Pix,BA,Vitória da Conquista,Fernanda Lima,Online,20,4
495,2025-06-21,Maitê Duarte,F,36,Saia Plissada,Saia,G,Jeans,3,208.25,Pix,SP,Campinas,Marcos Silva,Loja Física,10,5
496,2025-02-09,Gustavo Pereira,F,25,Bermuda Cargo,Calça,GG,Cinza,3,282.96,Pix,RS,Pelotas,Marcos Silva,Online,10,5
497,2025-05-30,Isabella Duarte,F,39,Saia Plissada,Saia,M,Branco,3,189.6,Cartão Débito,SP,Santos,Renata Souza,Loja Física,5,5
498,2025-11-17,Carolina Cardoso,M,35,Macacão Longo,Macacão,G,Rosa,3,240.12,Cartão Crédito,MG,Uberlândia,Lucas Pires,Online,10,4
499,2025-07-17,Sr. Luiz Miguel Viana,M,46,Blazer Feminino,Casaco,G,Bege,1,167.44,Pix,RS,Pelotas,Marcos Silva,Loja Física,20,4
500,2025-07-10,Maria Clara Aragão,F,35,Blazer Feminino,Casaco,P,Preto,2,274.39,Cartão Crédito,MG,Belo Horizonte,Fernanda Lima,Online,0,3
501,2025-12-17,Amanda Nogueira,M,44,Vestido Floral,Vestido,G,Azul,2,154.03,Pix,RS,Porto Alegre,Lucas Pires,Online,15,4
502,2025-01-10,Vinicius Aragão,M,55,Camiseta Básica,Blusa,M,Bege,3,133.87,Pix,RS,Caxias do Sul,Renata Souza,Online,10,4
503,2025-05-01,João Felipe Duarte,M,21,Macacão Longo,Macacão,P,Verde,1,247.22,Cartão Débito,RJ,Niterói,Marcos Silva,Online,10,4
504,2025-07-23,Marina Cavalcanti,F,33,Jaqueta Jeans,Casaco,G,Branco,3,183.73,Cartão Crédito,RJ,Rio de Janeiro,Lucas Pires,Online,5,5
505,2025-06-18,Sarah Melo,M,27,Blazer Feminino,Casaco,M,Cinza,1,101.19,Dinheiro,SP,Santos,Juliana Reis,Loja Física,10,5
506,2025-01-03,João Gabriel Viana,F,52,Bermuda Cargo,Calça,M,Vermelho,2,242.03,Pix,BA,Feira de Santana,Marcos Silva,Online,5,4
507,2025-12-27,Camila Rezende,M,20,Calça Jeans Skinny,Calça,38,Amarelo,3,276.62,Cartão Débito,BA,Feira de Santana,Renata Souza,Loja Física,0,4
508,2025-06-11,Marina da Mata,F,35,Camisa Social,Blusa,M,Jeans,2,73.02,Cartão Débito,SP,Santos,Lucas Pires,Loja Física,5,5
509,2025-11-13,Bernardo Ramos,F,60,Blazer Feminino,Casaco,G,Preto,3,148.51,Dinheiro,BA,Feira de Santana,Juliana Reis,Loja Física,20,5
510,2025-08-11,Eduardo Barbosa,M,53,Camisa Social,Blusa,G,Vermelho,2,52.95,Cartão Crédito,MG,Uberlândia,Fernanda Lima,Online,10,5
511,2025-07-22,Augusto Lopes,F,55,Camisa Social,Blusa,GG,Verde,1,251.32,Pix,BA,Vitória da Conquista,Lucas Pires,Loja Física,15,4
512,2025-06-01,Julia Viana,F,44,Blazer Feminino,Casaco,G,Cinza,1,283.19,Dinheiro,RS,Caxias do Sul,Juliana Reis,Loja Física,0,5
513,2025-03-14,Arthur da Mota,F,37,Macacão Longo,Macacão,P,Rosa,1,257.97,Pix,MG,Contagem,Marcos Silva,Online,15,5
514,2025-05-31,Sr. Pietro Melo,F,59,Blazer Feminino,Casaco,P,Azul,1,88.41,Dinheiro,MG,Contagem,Juliana Reis,Loja Física,15,4
515,2025-04-25,João Lucas Pinto,M,54,Vestido Floral,Vestido,P,Preto,2,173.16,Pix,SP,Santos,Marcos Silva,Online,10,5
516,2025-10-01,Sofia Pires,F,27,Bermuda Cargo,Calça,G,Bege,3,193.72,Dinheiro,MG,Belo Horizonte,Juliana Reis,Loja Física,20,4
517,2025-11-03,Heloísa da Mata,M,51,Camiseta Básica,Blusa,G,Cinza,2,208.96,Cartão Crédito,MG,Belo Horizonte,Renata Souza,Loja Física,10,5
518,2025-01-21,Sra. Isadora Silveira,M,41,Jaqueta Jeans,Casaco,P,Amarelo,1,185.83,Cartão Crédito,MG,Contagem,Renata Souza,Online,10,5
519,2025-08-31,Thomas Pereira,F,24,Camiseta Básica,Blusa,M,Bege,2,143.15,Cartão Débito,BA,Feira de Santana,Fernanda Lima,Loja Física,10,5
520,2025-12-17,Maria da Mata,F,25,Short Jeans,Calça,40,Bege,3,228.04,Cartão Débito,SP,Campinas,Lucas Pires,Online,15,4
521,2025-06-28,Igor Cavalcanti,F,25,Saia Plissada,Saia,P,Jeans,3,180.68,Cartão Débito,MG,Belo Horizonte,Fernanda Lima,Loja Física,10,5
522,2025-08-21,Dr. Henrique Porto,F,19,Calça Jeans Skinny,Calça,38,Rosa,1,295.18,Pix,BA,Vitória da Conquista,Juliana Reis,Loja Física,0,4
523,2025-06-30,Sra. Bárbara Pires,F,24,Camiseta Básica,Blusa,P,Jeans,1,277.03,Cartão Crédito,SP,São Paulo,Renata Souza,Loja Física,10,5
524,2025-08-20,Amanda Moraes,M,28,Vestido Floral,Vestido,P,Cinza,1,72.59,Pix,MG,Contagem,Renata Souza,Loja Física,10,5
525,2025-05-03,Emilly Caldeira,F,24,Bermuda Cargo,Calça,M,Amarelo,1,182.11,Cartão Débito,RJ,Niterói,Renata Souza,Online,5,4
526,2025-01-04,Maysa Nunes,M,31,Macacão Longo,Macacão,P,Jeans,3,289.34,Pix,RJ,Niterói,Fernanda Lima,Online,15,3
527,2025-07-26,Yasmin da Cruz,F,23,Saia Plissada,Saia,P,Jeans,1,179.83,Dinheiro,BA,Feira de Santana,Juliana Reis,Loja Física,10,4
528,2025-10-01,Otávio Pires,M,36,Blazer Feminino,Casaco,G,Verde,3,293.94,Pix,BA,Salvador,Fernanda Lima,Loja Física,20,5
529,2025-11-16,Bernardo Duarte,M,46,Blazer Feminino,Casaco,G,Cinza,1,53.1,Pix,BA,Vitória da Conquista,Lucas Pires,Loja Física,0,3
530,2025-06-13,Isabelly Moreira,M,25,Camisa Social,Blusa,P,Branco,1,140.83,Cartão Débito,RJ,Niterói,Juliana Reis,Online,5,4
531,2025-06-30,Alícia da Costa,M,49,Macacão Longo,Macacão,G,Verde,3,285.71,Pix,MG,Uberlândia,Marcos Silva,Loja Física,20,5
532,2025-12-15,Isadora Moura,F,22,Bermuda Cargo,Calça,M,Verde,2,174.22,Pix,RJ,Rio de Janeiro,Lucas Pires,Loja Física,0,4
533,2025-04-16,Murilo Cunha,M,47,Saia Plissada,Saia,P,Verde,3,205.71,Cartão Débito,SP,Santos,Marcos Silva,Online,20,4
534,2025-06-23,Dr. Ian Freitas,M,46,Calça Jeans Skinny,Calça,40,Bege,3,54.32,Dinheiro,SP,Campinas,Juliana Reis,Online,0,4
535,2025-11-08,Antônio da Mata,M,45,Camiseta Básica,Blusa,M,Bege,3,264.99,Cartão Débito,MG,Contagem,Marcos Silva,Online,5,4
536,2025-04-05,Joana Costa,M,53,Bermuda Cargo,Calça,GG,Jeans,3,188.35,Cartão Débito,RS,Pelotas,Renata Souza,Loja Física,15,4
537,2025-04-11,Thales Porto,F,55,Blazer Feminino,Casaco,G,Vermelho,3,219.02,Cartão Crédito,MG,Uberlândia,Fernanda Lima,Online,0,4
538,2025-08-09,Esther Rodrigues,M,21,Macacão Longo,Macacão,P,Cinza,2,74.24,Cartão Débito,MG,Uberlândia,Fernanda Lima,Loja Física,15,5
539,2025-08-02,Daniel Cardoso,M,20,Macacão Longo,Macacão,P,Preto,2,78.52,Pix,RJ,Rio de Janeiro,Juliana Reis,Online,20,4
540,2025-07-30,Theo Pires,F,49,Blazer Feminino,Casaco,G,Azul,2,144.33,Cartão Crédito,BA,Feira de Santana,Fernanda Lima,Online,20,4
541,2025-08-06,Gabrielly Monteiro,F,52,Saia Plissada,Saia,P,Amarelo,2,140.73,Cartão Débito,BA,Salvador,Marcos Silva,Online,15,3
542,2025-07-17,Marcos Vinicius Viana,F,55,Macacão Longo,Macacão,M,Rosa,3,235.62,Dinheiro,SP,Santos,Marcos Silva,Loja Física,20,5
543,2025-06-12,Davi Lucca da Luz,M,45,Short Jeans,Calça,38,Vermelho,1,136.73,Pix,SP,Santos,Marcos Silva,Loja Física,10,4
544,2025-01-08,Sr. Cauã da Paz,M,31,Calça Jeans Skinny,Calça,42,Bege,1,270.12,Pix,RS,Porto Alegre,Marcos Silva,Online,20,5
545,2025-11-05,Erick Sales,M,44,Camiseta Básica,Blusa,M,Cinza,2,86.84,Dinheiro,RJ,Petrópolis,Lucas Pires,Loja Física,10,5
546,2025-12-08,Dr. Lucas Gabriel Vieira,F,27,Calça Jeans Skinny,Calça,40,Branco,2,221.61,Cartão Débito,RJ,Niterói,Lucas Pires,Loja Física,5,5
547,2025-06-04,Ana Laura Campos,F,28,Calça Jeans Skinny,Calça,42,Jeans,3,297.72,Dinheiro,BA,Vitória da Conquista,Fernanda Lima,Loja Física,0,4
548,2025-07-05,Raquel Rocha,M,56,Calça Jeans Skinny,Calça,38,Azul,3,171.36,Dinheiro,SP,São Paulo,Lucas Pires,Online,0,5
549,2025-03-13,Stella Oliveira,M,49,Bermuda Cargo,Calça,G,Branco,1,77.88,Cartão Crédito,RS,Porto Alegre,Fernanda Lima,Loja Física,20,5
550,2025-06-21,Ana Julia Costela,F,24,Saia Plissada,Saia,M,Amarelo,3,147.39,Cartão Débito,RJ,Niterói,Fernanda Lima,Online,5,4
551,2025-10-04,Ana Julia Porto,M,48,Calça Jeans Skinny,Calça,36,Jeans,3,143.58,Cartão Débito,SP,Campinas,Marcos Silva,Loja Física,20,4
552,2025-08-26,Manuela Monteiro,F,34,Saia Plissada,Saia,M,Azul,3,291.6,Pix,RS,Porto Alegre,Juliana Reis,Online,0,5
553,2025-02-04,Maysa da Mata,M,34,Saia Plissada,Saia,G,Preto,3,266.64,Dinheiro,BA,Feira de Santana,Lucas Pires,Loja Física,0,4
554,2025-01-18,Leandro Santos,M,48,Jaqueta Jeans,Casaco,M,Cinza,3,151.47,Pix,SP,Campinas,Marcos Silva,Online,0,5
555,2025-12-04,Cauã Silveira,M,47,Bermuda Cargo,Calça,M,Verde,3,66.49,Cartão Crédito,BA,Vitória da Conquista,Lucas Pires,Loja Física,20,5
556,2025-06-02,Davi Luiz da Cruz,F,28,Jaqueta Jeans,Casaco,P,Vermelho,1,206.97,Cartão Débito,MG,Contagem,Renata Souza,Loja Física,0,5
557,2025-04-16,Srta. Isabel Silveira,M,36,Camisa Social,Blusa,G,Jeans,2,268.28,Cartão Débito,RJ,Niterói,Lucas Pires,Online,5,4
558,2025-06-26,Bruno Fernandes,F,23,Camisa Social,Blusa,GG,Amarelo,1,55.08,Pix,SP,Santos,Fernanda Lima,Online,20,5
559,2025-09-05,Maria Clara Freitas,M,28,Jaqueta Jeans,Casaco,P,Vermelho,3,157.13,Pix,MG,Belo Horizonte,Lucas Pires,Loja Física,0,5
560,2025-06-17,Fernanda Teixeira,M,49,Camisa Social,Blusa,GG,Jeans,1,106.02,Pix,RJ,Rio de Janeiro,Fernanda Lima,Online,10,5
561,2025-11-28,Melissa da Cunha,F,19,Macacão Longo,Macacão,P,Verde,3,219.2,Dinheiro,BA,Salvador,Marcos Silva,Loja Física,15,5
562,2025-09-17,Brenda da Cunha,F,38,Vestido Floral,Vestido,M,Amarelo,3,211.71,Pix,SP,São Paulo,Fernanda Lima,Online,15,5
563,2025-08-30,Rebeca Mendes,M,40,Macacão Longo,Macacão,M,Preto,1,189.15,Pix,SP,Campinas,Renata Souza,Loja Física,5,3
564,2025-12-15,Amanda Araújo,F,55,Short Jeans,Calça,40,Vermelho,2,294.28,Cartão Débito,MG,Belo Horizonte,Marcos Silva,Loja Física,20,5
565,2025-01-13,Pedro Ferreira,M,25,Saia Plissada,Saia,M,Branco,1,129.23,Dinheiro,RS,Caxias do Sul,Lucas Pires,Loja Física,5,4
566,2025-11-13,Vitor Peixoto,M,45,Calça Jeans Skinny,Calça,40,Vermelho,2,275.6,Cartão Débito,MG,Contagem,Marcos Silva,Online,10,5
567,2025-10-27,Alice Sales,F,48,Jaqueta Jeans,Casaco,G,Jeans,1,97.13,Dinheiro,SP,São Paulo,Fernanda Lima,Online,5,4
568,2025-02-09,Maria Cecília Gonçalves,M,25,Blazer Feminino,Casaco,P,Jeans,2,297.1,Cartão Débito,RS,Caxias do Sul,Lucas Pires,Online,15,3
569,2025-07-11,Lucca Farias,F,55,Calça Jeans Skinny,Calça,38,Branco,3,177.08,Cartão Crédito,MG,Contagem,Renata Souza,Loja Física,20,4
570,2025-07-19,Juliana Jesus,F,43,Bermuda Cargo,Calça,M,Jeans,3,73.48,Dinheiro,MG,Belo Horizonte,Renata Souza,Loja Física,10,5
571,2025-01-25,Ryan Caldeira,F,39,Jaqueta Jeans,Casaco,P,Preto,2,257.57,Cartão Crédito,BA,Feira de Santana,Renata Souza,Online,10,4
572,2025-11-15,Kamilly Rocha,F,53,Macacão Longo,Macacão,P,Rosa,1,250.29,Pix,MG,Uberlândia,Juliana Reis,Loja Física,0,4
